,ID,Country,Brand,Type,Package,Rating,Image
337,337,HKG,Brand D,Tom Yam Soup Instant Noodle,Pack,2.3,
338,338,USA,Brand E,Ramen Noodles Artificially Flavored Tonkotsu,Bowl,3,
339,339,JPN,Brand F,Hiroshima Flavor Yakisoba,Tray,5,
340,340,THA,Brand A,Disney Cuties Instant Noodle Seaweed Flavour,Cup,3,
341,341,AUS,Brand B,Instant Noodles Mi Goreng Flavour,Cup,4,
342,342,JPN,Brand C,Sugomen Sano Ramen,Bowl,5,
343,343,MEX,Brand D,Ramyon Sabor Y Camaron,Pack,4,
344,344,HKG,Brand E,Demae Iccho Spicy XO Sauce Seafood Flavour,Pack,4,
345,345,TWN,Brand F,Sun Dried Noodle - Fruity Soy Bean Paste,Pack,4,
346,346,USA,Brand G,Shin Noodle Soup,Cup,5,
347,347,JPN,Brand A,Sapporo Noukou Miso Ramen,Bowl,5,
348,348,USA,Brand B,Soy Sauce,Cup,4,
349,349,HKG,Brand C,VNMese Chicken Coriander Flavour Vermicelli,Cup,4,
350,350,HKG,Brand D,Artificial Spicy Beef Flavour,Pack,4,
351,351,HKG,Brand E,Cup Noodles Black Pepper Crab Flavour,Cup,4,
352,352,CAN,Brand F,Beef Style Noodles With Vegetables,Cup,3,
353,353,HKG,Brand G,Spicy Soup Instant Noodle Beef Flavour,Pack,4,
354,354,KOR,Brand A,Rice Noodle Anchovy Flavor,Bowl,3,
355,355,USA,Brand B,Cup Noodles Chicken Flavor Ramen Noodle Soup (New Recipe),Cup,4,
356,356,NPL,Brand C,Rumpum Gundruk Flavour,Pack,1,
357,357,JPN,Brand D,Cup Noodle Light+ Bagna Cauda,Cup,5,
358,358,JPN,Brand E,Gotsumori Koku Tonkotsu Ramen,Bowl,4,
359,359,THA,Brand F,Tom Yum Shrimp Creamy Flavour Instant Noodles,Bowl,4,
360,360,KOR,Brand A,Bibim Men,Bowl,5,
361,361,HKG,Brand B,Cup Noodles Milk Seafood Flavour,Cup,4,
362,362,JPN,Brand C,Spicy Chikin Donburi,Bowl,5,
363,363,AUS,Brand D,Noodle Chicken Flavour,Cup,4,
364,364,JPN,Brand E,Kuroma-Yu Tonkotsu Kumamoto Ramen,Pack,4,
365,365,HKG,Brand F,Artificial Beef With Sauerkraut Flavour,Pack,4,
366,366,JPN,Brand G,Raoh Shoyu Ramen,Bowl,5,
367,367,USA,Brand A,Ramen Noodle Soup Sriracha Chicken Flavor,Pack,4,
368,368,JPN,Brand B,Hiyashi Soba Taidashi Goma,Pack,3,
369,369,HKG,Brand C,Bowl Chicken Flavour Instant Rice Vermicelli,Bowl,4,
370,370,IDN,Brand D,X-Press Flavour Of Pizza In Noodles Proprietary Food,Pack,4,
371,371,SGP,Brand E,Rice Noodles Fragrant Chicken Pho Ga Flavour,Pack,4,
372,372,MYS,Brand F,Vegetarian Penang White Curry,Pack,5,
373,373,JPN,Brand G,Cup Noodle Seafood,Cup,5,
374,374,KOR,Brand A,Budae Jjigae,Pack,5,
375,375,AUS,Brand B,Noodles Crispy Bacon Flavour,Cup,1,
376,376,TWN,Brand C,Spicy Braised Pork Flavor,Pack,4,
377,377,HKG,Brand D,Demae Ramen Spicy Seafood Flavour Instant Noodle,Pack,5,
378,378,TWN,Brand E,Chow Mein Spicy Flavor,Tray,3,
379,379,SGP,Brand F,Mee Goreng Spicy Flavour,Pack,5,
380,380,JPN,Brand A,Tabimen Nagasaki Chanpon,Bowl,4,
381,381,VNM,Brand B,Oh! Ricey Pork Flavour,Pack,4,
382,382,KOR,Brand C,Bul Jjamppong,Pack,4,
383,383,THA,Brand D,Disney Cuties Instant Noodle Roast Pork Flavour,Cup,3,
384,384,PAK,Brand E,Instant Noodles Masala,Pack,4,
385,385,HKG,Brand F,Demae Ramen Spicy Hot tonkotsu Flavour Instant Noodle,Pack,5,
386,386,USA,Brand G,Ramen JPNese Style Quick-Cooking Alimentary Paste With Chicken Artificially Flavored Soup Base,Pack,0,
387,387,HKG,Brand A,Big Cup Noodles Tonkotsu Flavour,Cup,3,
388,388,JPN,Brand B,Deka Buto Kuro M-yu Tonkotsu,Bowl,5,
389,389,USA,Brand C,Bowl Taste Of Asia Hearty Pork Flavor Tonkotsu Ramen,Bowl,4,
390,390,BRA,Brand D,Cup Noodles Sabor Galinha Caipira,Cup,4,
391,391,USA,Brand E,Bowl Noodle Soup Independence Day Limited Edition Spicy Chicken Flavor,Bowl,4,
392,392,HKG,Brand F,Nupasta Vongole Flavour Instant Noodle,Cup,4,
393,393,UK,Brand G,Penang Chicken Curry Laksa,Cup,2,
394,394,UK,Brand A,Shaolin Monk Vegetables,Cup,5,
395,395,UK,Brand B,Tai Chi Chicken,Cup,3,
396,396,UK,Brand C,Dragon Fire Mushroom,Cup,3,
397,397,UK,Brand D,HKG Street Beef,Cup,5,
398,398,UK,Brand E,Warrior Fighting Shrimp,Cup,3.3,
399,399,JPN,Brand F,Gyorai Inaniwa Chuka Soba,Bowl,5,
400,400,HKG,Brand A,Chicken Flavour Instant Noodle,Pack,4,
401,401,PAK,Brand B,Chicken Flavored Instant Noodles,Pack,3,
402,402,MYS,Brand C,Penang White Curry Instant Noodle,Pack,5,
403,403,TWN,Brand D,XO Scallops Sauce Dry Noodles,Pack,4,
404,404,JPN,Brand E,Barikata Noukou Tonkotsu Shoyu,Bowl,4.8,
405,405,HKG,Brand F,Demae Ramen Sesame Oil Flavour Cup,Cup,4,
406,406,AUS,Brand G,Instant Noodles Chicken Flavour,Cup,2.5,
407,407,KOR,Brand A,Non-Fried Ramyun Noodle (Crab Flavor),Pack,5,
408,408,CHN,Brand B,Assorted Seafood Noodles,Pack,4,
409,409,JPN,Brand C,Raoh Hot & Sour Ramen,Pack,5,
410,410,THA,Brand D,Coriander Instant Rice Noodles,Bowl,2.8,
411,411,THA,Brand E,Instant Rice Noodles Moo Nam Tok Flavour,Pack,3.5,
412,412,THA,Brand F,Instant Rice Vermicelli Clear Soup,Pack,3.5,
413,413,THA,Brand G,Instant Rice Noodles Chicken Flavour,Pack,4,
414,414,THA,Brand A,Pho Ga Rice Noodles With Artificial Chicken Flavour,Bowl,3,
415,415,THA,Brand B,Oriental Kitchen Instant Rice Vermicelli In Gravy,Pack,5,
416,416,THA,Brand C,Instant Tom Yam Rice Noodles,Pack,4,
417,417,THA,Brand D,Instant Rice Noodles Vegetable Flavour,Pack,4,
418,418,THA,Brand E,Instant Rice Vermicelli Yentafo Tom Yam Mohfai,Pack,5,
419,419,THA,Brand F,Instant Flat Noodles Clear Soup,Pack,4,
420,420,THA,Brand A,Cup Rice Noodles Tom Saab Flavour,Cup,5,
421,421,THA,Brand B,Instant Rice Noodles Stew Beef Flavour,Pack,4,
422,422,THA,Brand C,Instant Rice Noodles Phnom Penh Style,Pack,4,
423,423,THA,Brand D,Instant Flat Noodles Tom Yam Flavour,Pack,4,
424,424,USA,Brand E,Ramen Noodle soup Mushroom Flavor,Pack,4,
425,425,SGP,Brand F,Vegetable Flavour Instant Noodles,Pack,4,
426,426,TWN,Brand G,Rice Noodle Shallot With Braised Pork Flavor,Pack,5,
427,427,CAN,Brand A,Vegetable Flavour Noodles With Vegetables,Cup,3,
428,428,CHN,Brand B,Instant Noodle Artificial Beef Flavor 7 sour Pickled Cabbage,Pack,4,
429,429,AUS,Brand C,Noodles With Hot & Spicy Flavour,Cup,3,
430,430,TWN,Brand D,Rice Noodle Chinese Mushroom With Soybean Vegetarian Braised Pork Flavor,Pack,5,
431,431,JPN,Brand E,Piritto Karakuchi Tantan Udon,Bowl,4,
432,432,TWN,Brand F,Rice Noodle Seafood Laksa Flavour,Pack,5,
433,433,KOR,Brand G,Chal Bibim Myun,Pack,5,
434,434,JPN,Brand A,JPNese Yakisoba Umami Sauce,Bowl,5,
435,435,MEX,Brand B,Sazon Casero Sopa Con Tomate Y Sabor Pollo,Pack,3,
436,436,TWN,Brand C,Chow Mein Original Flavor,Tray,5,
437,437,CHN,Brand D,Artificial Mushroom Chicken Flavor Instant Noodle,Pack,4,
438,438,TWN,Brand E,Chow Mein Oyster Sauce BBQ Flavor,Tray,2,
439,439,TWN,Brand F,Aloe Vera Guan Mian Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,4,
440,440,TWN,Brand A,Black Eyes Bean Original Noodle With Sesame Sauce,Pack,4,
441,441,TWN,Brand B,Aloe Vera Guan Mian Pumpkin Noodle With Basil Sauce,Pack,4,
442,442,TWN,Brand C,Black Eyes Bean Cyanobacteria Noodle With Ginger Oil Sauce,Pack,5,
443,443,TWN,Brand D,Aloe Vera Guan Mian Original Noodle With Sesame Sauce,Pack,5,
444,444,TWN,Brand E,Black Eyes Bean Purple Sweet Potato Noodle With Spicy Miso Sauce,Pack,3,
445,445,TWN,Brand F,Aloe Vera Guan Mian Cyanobacteria Noodle With Ginger Oil Sauce,Pack,5,
446,446,TWN,Brand G,Black Eyes Bean Pumpkin Noodles With Basil Sauce,Pack,5,
447,447,USA,Brand A,Instant Lunch Pork Flavor Ramen Noodles With Vegetables,Cup,3,
448,448,JPN,Brand B,Kun Ramen Sumo-kuchikin (Smoked Chicken),Bowl,3,
449,449,USA,Brand C,Tonkotsu,Cup,3,
450,450,BRA,Brand D,Lamen Sabor Picanha,Pack,4,
451,451,VNM,Brand E,Lemon Chicken Flavour Instant Noodles,Pack,3,
452,452,USA,Brand F,Bowl Taste Of Asia Miso Chicken Flavor Spicy Miso Ramen,Bowl,4,
453,453,JPN,Brand G,Men Shokunin Kaoruyasai Shio,Bowl,5,
454,454,KOR,Brand A,Rice Noodle Seafood Flavour,Bowl,5,
455,455,HKG,Brand B,Superior Soup Instant Noodles (Mfg in THA),Pack,4,
456,456,HKG,Brand C,Superior Soup Instant Noodles (Mfg in VNM),Pack,4,
457,457,HKG,Brand D,Demae Ramen Spicy Curry Flavour Instant Noodles,Pack,4,
458,458,HKG,Brand E,Demae Ramen Roast Beef Flavour Instant Noodles,Pack,4,
459,459,HKG,Brand F,Instant Noodle Supreme Abalone And Chicken Flavour,Pack,2,
460,460,HKG,Brand A,Chicken Flavour Instant Noodle,Pack,4,
461,461,JPN,Brand B,Kimchi Chikin Ramen Donburi,Bowl,5,
462,462,USA,Brand C,Instant Lunch Chipotle Chicken Flavor Ramen Noodle Soup,Cup,5,
463,463,SGP,Brand D,Mee Goreng Thai Tom Yum Flavour,Pack,4,
464,464,HKG,Brand E,Artificial Salted Beef With Mushrooms Flavour,Pack,4,
465,465,MYS,Brand F,Hot & Spicy Dry Curry With Chives Soup,Pack,5,
466,466,JPN,Brand G,Taimeiken Yousyoku Yasangatsukutta Omumen,Cup,4,
467,467,AUS,Brand A,Noodles With Chicken & Sweet Corn Flavour,Cup,2.3,
468,468,JPN,Brand B,Mennippon Oumi Chanpon,Bowl,5,
469,469,SGP,Brand C,Curry Flavour Instant Noodles,Pack,4,
470,470,THA,Brand D,Nissin Instant Noodles Tom Yum Seafood Creamy Flavour King Cup,Bowl,3.5,
471,471,THA,Brand E,Cup Noodles Tom Yum Shrimp Sabb Flavour,Cup,5,
472,472,THA,Brand F,Chilli Noodles Stir Fried Holy Basil Flavour,Pack,5,
473,473,THA,Brand G,Instant Noodles Moo Manao Flavour,Pack,4,
474,474,THA,Brand A,Super Tom Yum Shrimp,Cup,3.5,
475,475,THA,Brand B,Cup Noodles Minced Pork Flavour,Cup,3.5,
476,476,THA,Brand C,Chilli Noodles Tom Yum Shrimp Creamy Soup Flavour,Cup,3.3,
477,477,THA,Brand D,Nissin Instant Noodles Shrimp Ma Nao Lui Suan Flavour King Cup,Bowl,4,
478,478,THA,Brand E,Instant Noodles Tom Yum Shrimp Saab Flavour,Pack,4,
479,479,THA,Brand F,Cup Noodles Moo Manao Flavour,Cup,4,
480,480,THA,Brand A,Instant Noodles Minced Pork Flavour,Pack,3.5,
481,481,THA,Brand B,Cup Noodles Seafood Creamy Flavour,Cup,4,
482,482,THA,Brand C,Chilli Noodles Spicy Tom Yum Flavour,Pack,4,
483,483,HKG,Brand D,Cup Noodles Chilli Crab Flavour,Cup,3.8,
484,484,CAN,Brand E,Vegetarian Flavour Ramen Noodles,Pack,3,
485,485,TWN,Brand F,Tuna With Shallot Flavor Noodle,Pack,4.3,
486,486,TWN,Brand G,GGE Noodle Snack Wheat Crackers Original Ramen,Pack,1,
487,487,BRA,Brand A,Lamen Sabor Frango Assado Com Toque De Limao,Pack,4.5,
488,488,JPN,Brand B,Onion Flavor Shoyu Ramen,Pack,3.5,
489,489,USA,Brand C,Ramen Noodle Soup Chicken Tortilla Flavor,Pack,3,
490,490,KOR,Brand D,Rice Noodle Kimchi Flavor,Bowl,4,
491,491,USA,Brand E,Ramen JPNese Style Quick-Cooking Alimentary Paste With Beef Artificially Flavored Soup Base,Pack,0,
492,492,JPN,Brand F,Cup Noodles SGP Laksa,Cup,5,
493,493,KOR,Brand G,Pojangmacha Udon,Pack,4,
494,494,SGP,Brand A,Mee Goreng Original Flavour,Pack,4,
495,495,JPN,Brand B,Yakibuta Ramen,Bowl,4,
496,496,USA,Brand C,Kimchi Flavor Noodle Soup,Cup,5,
497,497,MYS,Brand D,Otentiq Cheezy Mushroom Instant Noodles (Improved Taste),Pack,5,
498,498,JPN,Brand E,Seimen Noukou Toro Tonkotsu,Bowl,4,
499,499,SGP,Brand F,Straits Kitchen Laksa,Pack,5,
500,500,KOR,Brand A,Champong Noodle Soup Spicy Seafood Flavor,Pack,5,
501,501,TWN,Brand B,Seaweed Flavour Noodle,Pack,2,
502,502,HKG,Brand C,Instant Noodle Preserved Vegetable Flavour,Pack,4,
503,503,MYS,Brand D,Penang Hokkien Prawn Noodle Authentic Taste,Cup,5,
504,504,HKG,Brand E,Nupasta Salmon In White Sauce Flavour Instant Noodle,Pack,5,
505,505,HKG,Brand F,Big Cup Noodles Seafood Curry Flavour,Cup,5,
506,506,HKG,Brand G,Demae Iccho Beef Flavour Instant Noodle,Bowl,4,
507,507,HKG,Brand A,Mie Goreng IDN Stir Noodle Original Flavour,Pack,4,
508,508,HKG,Brand B,Demae Ramen Sesame Flavour Instant Noodles,Pack,5,
509,509,HKG,Brand C,Superior Soup Instant Rice Vermicelli,Bowl,5,
510,510,HKG,Brand D,Demae Ramen Straight Noodle Kyushu Tonkotsu Instant Noodle,Pack,5,
511,511,HKG,Brand E,Taisho Fried Noodle Sesame Paste Flavour Instant Noodle,Pack,5,
512,512,HKG,Brand F,Cup Noodles Pork Chowder Flavour,Cup,4,
513,513,HKG,Brand G,Cup Mifun Spicy Beef Flavour,Cup,4,
514,514,HKG,Brand A,Non-Fried Superior Soup Noodle,Pack,4,
515,515,HKG,Brand B,Nupasta Carbonara Flavour Instant Noodle,Cup,5,
516,516,HKG,Brand C,Demae Iccho Curry Beef Flavour,Cup,4,
517,517,HKG,Brand D,Cup Noodles Big Spicy Seafood Flavour,Cup,5,
518,518,HKG,Brand E,Demae Iccho Black Garlic Oil Tonkotsu,Bowl,3.8,
519,519,IDN,Brand F,Mi Segera Mi Goreng Ayam Krispi,Pack,4.5,
520,520,MEX,Brand A,Cup Noodles Sabor Pollo Habanero Y Limon Sopa Instantanea,Cup,3.5,
521,521,CAN,Brand B,Spicy Ramen Noodles,Pack,4,
522,522,USA,Brand C,Bowl Taste Of Asia Beef Flavor Sukiyaki Ramen,Bowl,5,
523,523,TWN,Brand D,Tainan Noodle Original Sauce,Pack,5,
524,524,JPN,Brand E,Negi Ramen,Bowl,1.8,
525,525,HKG,Brand F,Instant Noodle Vegetarian Flavour,Pack,3.8,
526,526,AUS,Brand G,Fusian Special Edition Ow... Ow... Spicy Cow Mi Goreng,Pack,5,
527,527,KOR,Brand A,Fresh Jjajang,Pack,4.5,
528,528,JPN,Brand B,Hakata Tonkotsu Ramen,Pack,5,
529,529,HKG,Brand C,Kung Tak Lam Vegetarian Noodle (Mushroom),Pack,3,
530,530,USA,Brand D,Arrabiata Rice Bucatini,Pack,5,
531,531,HKG,Brand E,Pepper Noodles Vegetarian,Pack,3.3,
532,532,MEX,Brand F,Ramyon Sabor Mariscos,Pack,3.8,
533,533,HKG,Brand G,Dried Mix Noodles Scallop Seafood Flavoured,Tray,4.3,
534,534,JPN,Brand A,Cup Noodle Light+ Cheese Fondue,Cup,5,
535,535,HKG,Brand B,Beef And Radish Flavour Instant Noodle,Pack,2.5,
536,536,THA,Brand C,Instant Noodle Shrimp Tom Yam Flavoured,Pack,3.8,
537,537,MEX,Brand D,RapiFideo Sabor A Chile Y Limon,Cup,3.8,
538,538,USA,Brand E,Garlic Pepper Reduced Sodium Ramen,Pack,0,
539,539,JPN,Brand F,Tokyo Tokunou Gyokai Tonkotsu,Bowl,5,
540,540,AUS,Brand A,Noodles Curried Prawn Flavour,Cup,3.3,
541,541,USA,Brand B,Instant Lunch Sriracha Chicken Flavor Ramen Noodle Soup,Cup,3.8,
542,542,IDN,Brand C,Pop Mie Mi Instan Cup Rasa Ayam,Cup,3.5,
543,543,CHN,Brand D,Artificial Pork Ribs Flavour Instant Noodle,Pack,3.5,
544,544,MYS,Brand E,Penang Red Tom Yum Goong Noodle Authentic Taste,Cup,5,
545,545,MEX,Brand F,Ramyon Sabor A Res,Pack,4,
546,546,JPN,Brand G,Kadomen Koikoku Tonkotsu,Bowl,3.8,
547,547,TWN,Brand A,XO Sauce Noodle,Pack,5,
548,548,MYS,Brand B,Perisa Asam Pedas Mi Segera,Pack,4,
549,549,CAN,Brand C,Chicken Style Ramen Noodles,Pack,3.5,
550,550,HKG,Brand D,Hello Kitty Dim Sum Noodle JPNese Soy Sauce Flavour,Cup,3,
551,551,MYS,Brand E,MYS Green Curry Noodle,Bowl,5,
552,552,AUS,Brand F,Noodles Mi Goreng,Cup,4.3,
553,553,CHN,Brand G,Tomato Sauce Instant Noodle,Pack,4.5,
554,554,BRA,Brand A,Cup Noodles Sabor Franhp Com Requeijao,Cup,5,
555,555,JPN,Brand B,Yakibuta Ramen,Bowl,5,
556,556,MYS,Brand C,Vegetarian Herbal Noodle,Pack,1.5,
557,557,KOR,Brand D,Hovenia Ramen Vegetable Flavor,Pack,3.5,
558,558,TWN,Brand E,Hakka BBQ Sauce Noodle,Pack,4.3,
559,559,JPN,Brand F,Maru Uma Curry Udon,Cup,3.5,
560,560,AUS,Brand A,Noodles Oriental Flavour,Cup,3.3,
561,561,IDN,Brand B,Instant Noodles Artificial Chicken & Shrimp Flavored,Pack,2.5,
562,562,HKG,Brand C,Noodle King Artificial Beef Soup Flavored,Bowl,3.8,
563,563,MYS,Brand D,Otentiq Cheezy Curry Instant Noodles (Improved Taste),Pack,5,
564,564,JPN,Brand E,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,3.8,
565,565,AUS,Brand F,Instant Noodles Beef Flavour,Cup,2,
566,566,MEX,Brand G,"Sopa Maruchan Sabor a Camaron, Limon y Habanero",Pack,3.5,
567,567,JPN,Brand A,Shinshu Miso Ramen,Bowl,5,
568,568,MYS,Brand B,Penang White Curry Authentic Taste Cup,Cup,4.8,
569,569,UK,Brand C,Authentic Street Food Chow Mein,Cup,2,
570,570,UK,Brand D,Authentic Street Food Pad Thai,Cup,2.5,
571,571,UK,Brand E,Authentic Street Food Black Bean,Cup,0,
572,572,UK,Brand F,Authentic Street Food Thai Red Curry,Cup,3,
573,573,UK,Brand G,Authentic Street Food Satay,Cup,5,
574,574,CHN,Brand A,Artificial Roasted Beef,Pack,3.5,
575,575,JPN,Brand B,Seabura Tonkotsu Ramen,Cup,3.8,
576,576,KOR,Brand C,Noodle With Spicy Oyster Soup,Pack,4,
577,577,KOR,Brand D,Honey & Cheese Big Bowl,Bowl,0,
578,578,CAN,Brand E,Chicken Style Noodles With Vegetables,Cup,3.5,
579,579,MYS,Brand F,Perisa Kari Mi Segera (Improved Taste),Pack,5,
580,580,TWN,Brand A,Ghost Pepper Noodle,Pack,4.5,
581,581,CAN,Brand B,Beef Style Ramen Noodles,Pack,3.5,
582,582,THA,Brand C,Vegetarian Instant Noodles Shiitake Flavour,Pack,2,
583,583,AUS,Brand D,2 Minute Laksa Flavour Noodles,Pack,2,
584,584,MMR,Brand E,Rangers Snack Noodles Popcorn Flavour,Pack,3.8,
585,585,NLD,Brand F,Oriental Noodles Soto Ajam,Cup,3,
586,586,CHN,Brand G,Hot spicy Flavor Instant Vermicelli,Bowl,3.5,
587,587,USA,Brand A,Rice Fettucini Alfredo,Pack,3.8,
588,588,HKG,Brand B,Wonton Noodles Beef Flavour,Bowl,3.8,
589,589,TWN,Brand C,Hakka Spicy Barbeque Sauce,Pack,4.5,
590,590,JPN,Brand D,Donbei Dashi Shoyu Yakiudon,Bowl,3.8,
591,591,JPN,Brand E,Raoh Rich Miso Flavor,Bowl,5,
592,592,JPN,Brand F,Cup Noodles Tom Yum Goong,Cup,3.8,
593,593,JPN,Brand G,Cup Noodle Big Seafood Clam Chowder,Cup,4,
594,594,JPN,Brand A,Chikin Ramen Donburi,Bowl,5,
595,595,JPN,Brand B,Curry Udon,Cup,5,
596,596,JPN,Brand C,Men Shokunin Shoyu,Bowl,5,
597,597,JPN,Brand D,Cup Noodle Vegeta Buta-kyabetsu Tonkotsu,Cup,4.3,
598,598,JPN,Brand E,Cup Noodle Pasta Style Tarako Spaghetti,Cup,4,
599,599,JPN,Brand F,Cup Noodle Big Cheese Mexican Chilli,Cup,5,
600,600,JPN,Brand A,Gyoretsu-no-Dekiru-Mise-no-Ramen (Shrimp Tantanmen),Bowl,5,
601,601,JPN,Brand B,Raoh Tonkotsu,Pack,5,
602,602,JPN,Brand C,Cup Noodle Light Plus Ratatouille,Cup,4.5,
603,603,JPN,Brand D,Cup Noodle Milk Chikin Ramen,Cup,5,
604,604,JPN,Brand E,Cup Noodle,Cup,5,
605,605,MYS,Brand F,Penang White curry Noodle Authentic Taste,Pack,5,
606,606,MMR,Brand G,Instant Noodles Chicken Soup Flavour,Pack,3.5,
607,607,JPN,Brand A,Yokohama Walker Iekei Ramen,Bowl,4.5,
608,608,TWN,Brand B,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,4.3,
609,609,SGP,Brand C,SGP Prawn Soup La Mian,Pack,5,
610,610,HKG,Brand D,Chinese Tan Tan Vermicelli,Cup,5,
611,611,JPN,Brand E,Tokushima Ramen,Pack,4,
612,612,CHN,Brand F,Assorted Pork Bone Noodle,Pack,4,
613,613,MYS,Brand G,Penang Red tom Yum Goong Noodle Authentic Taste,Pack,5,
614,614,AUS,Brand A,Noodles Witrh Prawn & Chicken Flavour,Cup,3.5,
615,615,JPN,Brand B,BIG Cup Noodle Ajillo,Cup,3,
616,616,MYS,Brand C,Nyonya Curry Laksa (Improved Taste),Pack,5,
617,617,MYS,Brand D,MYS Penang Green Curry Vermicelli (New Package),Pack,5,
618,618,JPN,Brand E,Kumamoto Spicy Ramen,Pack,4.3,
619,619,DEU,Brand F,Soba Fried Noodles Classic,Pack,3.3,
620,620,KOR,Brand A,Cheese Curry Ramyun,Pack,5,
621,621,BRA,Brand B,Cup Noodles Sabor Calabresa,Pack,4.3,
622,622,HKG,Brand C,Spicy Flavour Instant Mifun,Pack,2.8,
623,623,JPN,Brand D,Horse Crab Flavour Ramen,Pack,3.5,
624,624,MYS,Brand E,MYS Penang Red Curry Noodle,Pack,5,
625,625,USA,Brand F,Noodle Soup Seasoned With Real Kimchi,Pack,4.8,
626,626,USA,Brand G,Top Ramen Chicken Flavor Ramen Noodle Soup (New Packaging),Pack,3.5,
627,627,JPN,Brand A,Kinchan Ramen,Pack,4.5,
628,628,TWN,Brand B,GGE Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,3.8,
629,629,MYS,Brand C,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,5,
630,630,MMR,Brand D,Instant Noodles Coconut Milk Flavour,Pack,5,
631,631,UK,Brand E,Rice Noodles Vegetable Laksa,Cup,3.8,
632,632,UK,Brand F,Rice Noodles Chicken Pho,Cup,3.5,
633,633,UK,Brand G,Chicken Ramen,Cup,4.3,
634,634,UK,Brand A,Chilli Chicken Ramen,Cup,4,
635,635,JPN,Brand B,Charumera Shoyu Ramen,Pack,4,
636,636,USA,Brand C,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,4,
637,637,THA,Brand D,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,4,
638,638,JPN,Brand E,Spicy Tomato Salsa Ramen,Cup,0,
639,639,USA,Brand F,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,4.8,
640,640,NLD,Brand A,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,2,
641,641,SGP,Brand B,SGP Fish Soup La Mian,Pack,5,
642,642,TWN,Brand C,Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,3.8,
643,643,USA,Brand D,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package],Cup,4.3,
644,644,JPN,Brand E,Red King Crab Flavour Ramen,Pack,4,
645,645,THA,Brand F,Oriental Style Instant Noodles Shrimp Flavour (Tom Yum),Pack,3.5,
646,646,CHN,Brand G,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,1.5,
647,647,SGP,Brand A,SGP Laksa Wholegrain La Mian,Pack,5,
648,648,JPN,Brand B,Raoh Shio Ramen,Pack,4.8,
649,649,BGD,Brand C,Oriental Style Instant Noodles Masala Flavour,Pack,3.5,
650,650,TWN,Brand D,GGE Noodle Snack Wheat Crackers Hot Spicy,Pack,5,
651,651,JPN,Brand E,Sugomen Niigata Seabura Shoyu Ramen,Bowl,5,
652,652,MYS,Brand F,Always Mi Goreng Perisa Sambal Udang,Pack,3.5,
653,653,NLD,Brand G,Good Noodles Tandoori,Pack,2.5,
654,654,JPN,Brand A,Cup Noodle Pasta Style Bolognese,Cup,5,
655,655,MMR,Brand B,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,5,
656,656,JPN,Brand C,Donbei Kamodashi Soba,Bowl,5,
657,657,MMR,Brand D,Chicken Soup Flavour Cup Noodles,Cup,3.8,
658,658,USA,Brand E,Rice Noodle Coconut Curry,Pack,1,
659,659,TWN,Brand F,Guanmiao Dried Noodles With Oleum Sesami,Pack,3.8,
660,660,TWN,Brand A,Guanmiao Dried Noodles With Spicy Sauce,Pack,5,
661,661,TWN,Brand B,Guanmiao Dried Noodles With Authentic Sauce,Pack,4.5,
662,662,TWN,Brand C,Guanmiao Dried Noodles With Shallot Flavor,Pack,3.8,
663,663,HUN,Brand D,Instant Noodles chicken Flavour,Pack,3.8,
664,664,NLD,Brand E,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,0.3,
665,665,KHM,Brand F,Instant Noodles Minced Pork Flavour,Pack,3.5,
666,666,THA,Brand G,Instant Noodles Oriental Style Chicken Flavour,Pack,3,
667,667,JPN,Brand A,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,3.5,
668,668,USA,Brand B,Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,4,
669,669,SGP,Brand C,Juzz's Mee Creamy Chicken Flavour,Pack,5,
670,670,CHN,Brand D,Broad Noodle Artificial Beef Flavor,Pack,3.5,
671,671,NLD,Brand E,Oriental Noodles Teriyaki,Cup,0.5,
672,672,IDN,Brand F,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,1.5,
673,673,USA,Brand G,Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package],Cup,3.5,
674,674,JPN,Brand A,Ramen Tonkotudou Kumamoto Noodles,Pack,0.8,
675,675,JPN,Brand B,Shiroi Chikara Mochi Udon,Bowl,4.5,
676,676,NLD,Brand C,Instant Noodles chicken Flavour,Pack,3.5,
677,677,USA,Brand D,Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor,Tray,0.3,
